phone_num,client_id,contact,day_of_week,month,duration,contact_type
484-290-9585,4592,telephone,Sunday,July,880,cellular
929-322-9157,4593,telephone,Sunday,July,891,telephone
269-711-2020,4594,telephone,Sunday,April,60,telephone
813-111-3665,4595,cellular,Wednesday,May,511,cellular
718-462-1105,4596,cellular,Saturday,January,511,telephone
562-777-8391,4597,cellular,Thursday,June,893,cellular
703-992-0194,4598,telephone,Monday,December,651,telephone
503-329-7525,4599,telephone,Saturday,June,247,cellular
915-029-5859,4600,cellular,Thursday,February,564,cellular
716-181-1845,4601,telephone,Saturday,December,763,cellular
661-879-8347,4602,cellular,Monday,July,862,cellular
681-201-6253,4603,telephone,Wednesday,March,800,cellular
903-720-5998,4604,cellular,Tuesday,July,226,telephone
720-996-9558,4605,telephone,Saturday,October,381,cellular
808-856-9461,4606,telephone,Sunday,July,90,cellular
929-949-1865,4607,telephone,Monday,June,6999,telephone
304-406-0578,4608,cellular,Thursday,September,111,cellular
580-727-3471,4609,telephone,Saturday,April,19,telephone
779-237-3644,4610,telephone,Friday,December,224,telephone
859-073-7735,4611,telephone,Sunday,July,247,cellular
669-634-8802,4612,cellular,Monday,November,482,telephone
954-224-1332,4613,telephone,Thursday,July,424,cellular
716-200-0950,4614,telephone,Thursday,March,610,cellular
309-224-3491,4615,cellular,Wednesday,May,177,telephone
469-876-4286,4616,cellular,Friday,July,265,telephone
919-151-5699,4617,telephone,Friday,April,755,cellular
720-182-9984,4618,cellular,Sunday,October,74,cellular
213-750-7601,4619,cellular,Wednesday,July,796,telephone
262-716-2613,4620,telephone,Thursday,September,696,cellular
815-174-3368,4621,cellular,Friday,January,283,telephone
414-683-0542,4622,telephone,Tuesday,October,986,telephone
940-538-7412,4623,telephone,Saturday,June,157,cellular
716-421-3514,4624,cellular,Sunday,December,14,telephone
660-081-8492,4625,telephone,Friday,July,404,telephone
641-721-4507,4626,cellular,Monday,May,690,cellular
307-395-7495,4627,telephone,Friday,October,345,cellular
908-692-1538,4628,cellular,Wednesday,November,231,cellular
309-753-7903,4629,cellular,Saturday,April,207,telephone
661-771-1049,4630,cellular,Friday,June,553,telephone
701-499-2039,4631,cellular,Saturday,June,307,cellular
971-275-6570,4632,cellular,Monday,November,365,telephone
352-621-9090,4633,cellular,Wednesday,March,999,cellular
914-806-8664,4634,telephone,Thursday,August,326,cellular
845-146-9908,4635,cellular,Sunday,June,197,telephone
651-787-2157,4636,cellular,Tuesday,June,61,cellular
619-038-0790,4637,cellular,Thursday,December,272,cellular
774-414-1248,4638,telephone,Friday,November,241,cellular
562-190-5686,4639,cellular,Tuesday,October,661,cellular
339-901-0616,4640,telephone,Monday,June,530,cellular
872-379-4395,4641,telephone,Tuesday,February,892,telephone
918-665-9894,4642,telephone,Monday,November,7999,cellular
940-364-8687,4643,telephone,Saturday,February,800,telephone
234-459-7739,4644,cellular,Monday,December,306,telephone
567-450-0731,4645,telephone,Monday,January,909,telephone
870-907-9334,4646,telephone,Saturday,March,97,telephone
424-495-3105,4647,cellular,Tuesday,March,33,cellular
858-464-3326,4648,cellular,Tuesday,July,240,cellular
985-461-7777,4649,cellular,Tuesday,September,253,cellular
651-936-1507,4650,cellular,Tuesday,November,405,telephone
724-761-4086,4651,telephone,Friday,March,1999,cellular
714-882-7395,4652,telephone,Wednesday,July,863,telephone
713-171-2030,4653,cellular,Sunday,July,690,telephone
858-649-4611,4654,telephone,Friday,June,943,telephone
505-127-9815,4655,telephone,Friday,November,966,cellular
865-799-3908,4656,telephone,Sunday,November,418,telephone
907-945-8849,4657,cellular,Friday,December,338,telephone
520-296-7963,4658,telephone,Monday,March,381,telephone
424-270-5063,4659,cellular,Friday,April,517,cellular
478-697-1698,4660,telephone,Monday,December,565,telephone
601-767-7211,4661,telephone,Thursday,November,635,telephone
212-029-4490,4662,telephone,Saturday,August,125,cellular
754-969-0730,4663,telephone,Tuesday,October,432,cellular
423-367-0443,4664,cellular,Tuesday,May,283,cellular
380-271-8245,4665,cellular,Thursday,May,453,telephone
712-348-9023,4666,telephone,Friday,February,316,telephone
320-999-9897,4667,cellular,Sunday,August,452,cellular
682-879-7398,4668,telephone,Tuesday,August,680,cellular
679-582-6813,4669,telephone,Thursday,December,95,cellular
313-645-4819,4670,cellular,Tuesday,August,202,telephone
406-686-9208,4671,telephone,Friday,June,558,telephone
563-315-0037,4672,telephone,Saturday,July,350,telephone
707-549-5871,4673,telephone,Monday,January,499,telephone
304-694-7483,4674,cellular,Thursday,November,333,telephone
870-670-2495,4675,cellular,Friday,June,36,telephone
314-088-5694,4676,cellular,Friday,January,978,cellular
575-118-8651,4677,cellular,Tuesday,June,569,cellular
737-414-4385,4678,cellular,Thursday,August,464,telephone
608-659-3168,4679,telephone,Thursday,December,721,cellular
214-768-0307,4680,telephone,Tuesday,September,242,cellular
717-534-4515,4681,telephone,Tuesday,January,333,cellular
706-314-3798,4682,cellular,Friday,January,169,telephone
646-874-8876,4683,cellular,Saturday,December,999,telephone
332-560-4373,4684,telephone,Thursday,March,923,cellular
559-046-5982,4685,cellular,Friday,February,999,telephone
443-833-9136,4686,cellular,Friday,April,764,telephone
914-928-6374,4687,cellular,Wednesday,July,273,cellular
678-825-9682,4688,cellular,Friday,August,96,telephone
918-449-1014,4689,cellular,Tuesday,September,177,cellular
605-064-0543,4690,telephone,Wednesday,February,726,cellular
315-507-5304,4691,telephone,Monday,February,999,cellular
267-635-0376,4692,telephone,Thursday,March,999,cellular
979-101-2334,4693,telephone,Saturday,May,188,cellular
770-612-2824,4694,cellular,Friday,April,12,telephone
585-136-1969,4695,cellular,Thursday,December,106,cellular
669-727-3555,4696,telephone,Tuesday,December,999,cellular
385-538-8680,4697,cellular,Saturday,July,744,cellular
682-145-2303,4698,telephone,Saturday,March,774,cellular
210-191-2622,4699,telephone,Tuesday,November,401,telephone
772-715-1373,4700,cellular,Thursday,October,192,cellular
815-327-3647,4701,telephone,Saturday,February,102,cellular
557-948-3120,4702,cellular,Sunday,January,344,cellular
214-059-2583,4703,cellular,Monday,April,458,cellular
315-754-9616,4704,telephone,Tuesday,March,424,cellular
808-395-7045,4705,telephone,Thursday,May,538,cellular
301-303-3141,4706,telephone,Wednesday,October,909,telephone
434-858-9516,4707,telephone,Wednesday,March,4999,telephone
863-153-0405,4708,telephone,Saturday,April,586,telephone
360-182-7957,4709,cellular,Tuesday,November,874,telephone
508-465-2979,4710,cellular,Monday,April,647,telephone
727-517-6060,4711,telephone,Tuesday,August,311,cellular
361-256-8815,4712,telephone,Thursday,July,223,cellular
223-041-1317,4713,telephone,Sunday,April,530,telephone
406-416-9019,4714,cellular,Monday,July,218,telephone
573-216-9099,4715,cellular,Sunday,July,784,cellular
804-731-9714,4716,cellular,Sunday,April,466,cellular
806-778-9547,4717,telephone,Wednesday,October,381,telephone
975-708-5297,4718,telephone,Monday,February,978,cellular
401-795-0360,4719,cellular,Saturday,January,968,telephone
415-639-4016,4720,cellular,Sunday,March,938,telephone
772-285-8145,4721,cellular,Friday,April,957,cellular
318-697-7744,4722,cellular,Sunday,February,373,cellular
912-251-7043,4723,cellular,Saturday,December,17,cellular
209-886-7220,4724,telephone,Monday,July,56,cellular
959-334-2093,4725,cellular,Monday,March,941,cellular
806-730-8798,4726,cellular,Monday,February,326,telephone
206-265-4644,4727,cellular,Sunday,April,581,telephone
404-175-2296,4728,cellular,Friday,April,7999,cellular
609-541-5834,4729,telephone,Thursday,July,658,telephone
415-943-3856,4730,cellular,Wednesday,May,248,telephone
763-587-4825,4731,cellular,Monday,February,945,telephone
718-042-2960,4732,cellular,Saturday,April,910,cellular
706-531-8428,4733,telephone,Tuesday,March,582,cellular
414-573-3109,4734,telephone,Friday,August,852,telephone
575-355-7010,4735,cellular,Tuesday,February,749,telephone
309-791-6832,4736,telephone,Monday,November,78,cellular
862-939-3430,4737,cellular,Wednesday,June,23,telephone
662-149-8952,4738,cellular,Monday,December,181,cellular
713-964-4110,4739,cellular,Thursday,March,221,cellular
916-702-5580,4740,cellular,Tuesday,August,315,cellular
614-598-0127,4741,cellular,Sunday,October,975,cellular
731-689-6339,4742,cellular,Tuesday,March,620,telephone
610-493-2940,4743,cellular,Tuesday,November,447,telephone
210-185-9654,4744,telephone,Wednesday,January,684,cellular
520-016-2357,4745,telephone,Friday,October,458,cellular
740-329-8984,4746,telephone,Friday,May,290,telephone
419-004-3763,4747,telephone,Monday,February,469,telephone
520-909-9522,4748,cellular,Sunday,June,663,telephone
210-110-3031,4749,telephone,Monday,February,562,cellular
870-197-4623,4750,telephone,Sunday,September,897,telephone
920-100-1103,4751,cellular,Friday,January,51,cellular
928-329-8972,4752,telephone,Thursday,July,645,telephone
520-645-1863,4753,telephone,Monday,January,561,telephone
954-051-1945,4754,telephone,Monday,January,934,telephone
704-788-1867,4755,telephone,Friday,October,556,cellular
530-640-7489,4756,telephone,Saturday,April,422,telephone
835-448-5482,4757,telephone,Thursday,August,89,cellular
662-571-2369,4758,cellular,Wednesday,August,339,telephone
631-437-8238,4759,telephone,Thursday,August,560,cellular
720-316-6230,4760,cellular,Sunday,January,105,cellular
575-401-5233,4761,cellular,Tuesday,May,602,telephone
786-284-9712,4762,telephone,Sunday,November,2999,telephone
786-483-5492,4763,telephone,Tuesday,December,704,cellular
315-182-5650,4764,telephone,Saturday,March,274,telephone
906-576-6284,4765,cellular,Wednesday,May,121,cellular
316-668-4511,4766,cellular,Monday,December,3999,cellular
308-337-5852,4767,telephone,Thursday,March,179,telephone
502-092-1561,4768,cellular,Thursday,September,31,cellular
601-503-9756,4769,cellular,Friday,October,641,telephone
828-238-1094,4770,telephone,Saturday,August,298,telephone
313-040-9198,4771,telephone,Saturday,March,431,telephone
539-683-4528,4772,cellular,Wednesday,February,291,telephone
313-222-0370,4773,cellular,Wednesday,April,361,cellular
475-973-5925,4774,telephone,Saturday,August,78,cellular
661-738-0191,4775,telephone,Saturday,March,900,cellular
601-532-7780,4776,telephone,Tuesday,January,386,telephone
401-000-9315,4777,cellular,Wednesday,August,921,telephone
361-073-0571,4778,cellular,Tuesday,September,730,cellular
434-761-6659,4779,cellular,Sunday,December,453,telephone
845-735-4484,4780,cellular,Tuesday,October,616,telephone
484-925-7270,4781,telephone,Thursday,July,7,cellular
870-919-0068,4782,telephone,Saturday,June,109,cellular
313-469-7246,4783,cellular,Sunday,May,465,telephone
925-460-6125,4784,cellular,Friday,August,798,telephone
914-537-3404,4785,telephone,Monday,July,933,telephone
845-038-9950,4786,telephone,Sunday,June,162,telephone
352-097-3696,4787,telephone,Sunday,September,901,cellular
512-193-8436,4788,cellular,Thursday,July,405,telephone
662-937-4592,4789,telephone,Friday,November,624,cellular
435-010-1479,4790,telephone,Saturday,August,507,telephone
703-075-1997,4791,cellular,Thursday,October,82,cellular
858-452-1963,4792,telephone,Friday,July,144,cellular
223-563-4891,4793,cellular,Friday,July,810,telephone
769-774-6123,4794,telephone,Friday,August,560,telephone
510-982-8725,4795,cellular,Monday,June,243,telephone
608-971-4007,4796,telephone,Monday,October,163,cellular
662-437-6515,4797,telephone,Wednesday,September,883,cellular
564-795-6894,4798,cellular,Tuesday,February,876,cellular
303-800-1139,4799,cellular,Friday,May,640,cellular
515-579-6158,4800,cellular,Friday,February,583,cellular
832-697-0156,4801,telephone,Tuesday,October,75,cellular
330-791-3561,4802,telephone,Friday,October,910,telephone
607-328-7652,4803,telephone,Wednesday,December,885,cellular
505-174-7920,4804,cellular,Monday,July,104,cellular
303-359-2503,4805,cellular,Sunday,December,357,cellular
320-704-3841,4806,cellular,Tuesday,June,802,telephone
816-519-3320,4807,telephone,Monday,February,352,cellular
585-909-4414,4808,telephone,Friday,July,551,telephone
234-715-8041,4809,cellular,Sunday,April,7,telephone
702-333-8509,4810,telephone,Tuesday,July,460,cellular
440-319-0932,4811,telephone,Monday,October,74,telephone
863-716-3061,4812,telephone,Thursday,June,756,cellular
551-866-2313,4813,telephone,Thursday,September,650,telephone
937-555-6521,4814,cellular,Sunday,July,14,telephone
740-253-7956,4815,cellular,Sunday,September,223,telephone
573-903-6681,4816,cellular,Sunday,October,139,telephone
559-475-5951,4817,cellular,Thursday,January,13,cellular
763-605-9740,4818,telephone,Tuesday,February,730,telephone
419-481-5651,4819,telephone,Tuesday,July,158,telephone
845-132-5534,4820,cellular,Tuesday,November,149,cellular
805-719-7797,4821,telephone,Tuesday,October,31,cellular
737-036-4128,4822,cellular,Monday,November,250,telephone
936-476-1169,4823,telephone,Tuesday,February,1999,cellular
479-529-8002,4824,telephone,Wednesday,February,222,cellular
612-507-5726,4825,cellular,Friday,March,666,cellular
720-416-3494,4826,cellular,Saturday,April,380,telephone
862-210-3555,4827,telephone,Tuesday,May,673,cellular
510-495-3300,4828,telephone,Tuesday,July,982,telephone
251-563-4864,4829,cellular,Thursday,March,13,cellular
209-523-9394,4830,telephone,Thursday,November,106,telephone
903-624-0769,4831,cellular,Sunday,April,645,telephone
865-357-8129,4832,telephone,Tuesday,July,999,telephone
432-572-4255,4833,cellular,Saturday,August,514,telephone
574-921-8280,4834,cellular,Saturday,June,794,cellular
810-905-0559,4835,cellular,Thursday,February,68,telephone
518-877-7191,4836,telephone,Monday,November,99,telephone
772-402-6420,4837,telephone,Saturday,March,274,telephone
863-195-2306,4838,cellular,Thursday,January,8999,telephone
424-487-6870,4839,cellular,Monday,May,728,cellular
614-897-4651,4840,telephone,Friday,July,840,telephone
810-138-4189,4841,cellular,Sunday,June,423,cellular
409-026-8361,4842,cellular,Wednesday,October,635,cellular
218-464-3407,4843,cellular,Saturday,August,345,cellular
682-139-2780,4844,telephone,Sunday,April,350,cellular
816-455-9191,4845,telephone,Saturday,December,729,cellular
847-593-1727,4846,cellular,Tuesday,April,416,telephone
580-858-6275,4847,cellular,Thursday,September,131,telephone
610-600-8444,4848,telephone,Saturday,January,298,telephone
920-543-7295,4849,telephone,Friday,September,512,cellular
207-225-6626,4850,telephone,Monday,April,938,cellular
480-826-3485,4851,telephone,Monday,March,175,cellular
425-140-4879,4852,telephone,Tuesday,September,129,cellular
301-051-0498,4853,telephone,Thursday,January,573,cellular
708-921-2957,4854,telephone,Wednesday,October,27,cellular
212-553-9895,4855,telephone,Saturday,October,422,cellular
757-280-1261,4856,cellular,Saturday,November,229,cellular
417-811-5926,4857,cellular,Thursday,February,424,telephone
808-259-8217,4858,cellular,Monday,November,531,telephone
931-826-3699,4859,cellular,Tuesday,November,357,cellular
605-701-7621,4860,telephone,Saturday,March,691,telephone
